FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case.Fatality_Ratio
5053,Grant,Arkansas,US,16/10/2020 04:24,34.29017991,-92.42320562,329,4,0,325,"Grant, Arkansas, US",1801.259239,1.215805471
5055,Greene,Arkansas,US,16/10/2020 04:24,36.1173546,-90.55832668,1195,15,0,1180,"Greene, Arkansas, US",2636.514065,1.255230126
5057,Hempstead,Arkansas,US,16/10/2020 04:24,33.73325583,-93.66935133,487,5,0,482,"Hempstead, Arkansas, US",2261.749954,1.026694045
5059,Hot Spring,Arkansas,US,16/10/2020 04:24,34.31709259,-92.95396325,2086,30,0,2056,"Hot Spring, Arkansas, US",6176.897338,1.438159156
5061,Howard,Arkansas,US,16/10/2020 04:24,34.09007427,-93.9934871,532,12,0,520,"Howard, Arkansas, US",4029.692471,2.255639098
5063,Independence,Arkansas,US,16/10/2020 04:24,35.74242707,-91.57001641,1352,35,0,1317,"Independence, Arkansas, US",3574.355585,2.588757396
5065,Izard,Arkansas,US,16/10/2020 04:24,36.09604046,-91.90847954,391,1,0,390,"Izard, Arkansas, US",2868.88253,0.255754476
5067,Jackson,Arkansas,US,16/10/2020 04:24,35.59802983,-91.21494602,585,5,0,580,"Jackson, Arkansas, US",3499.013099,0.854700855
5069,Jefferson,Arkansas,US,16/10/2020 04:24,34.26767081,-91.92619839,3896,97,0,3799,"Jefferson, Arkansas, US",5830.240632,2.48973306
5071,Johnson,Arkansas,US,16/10/2020 04:24,35.56759135,-93.46036368,929,8,0,921,"Johnson, Arkansas, US",3495.372112,0.861141012
5073,Lafayette,Arkansas,US,16/10/2020 04:24,33.24116713,-93.60677071,145,3,0,142,"Lafayette, Arkansas, US",2189.009662,2.068965517
5075,Lawrence,Arkansas,US,16/10/2020 04:24,36.04188196,-91.10867198,693,14,0,679,"Lawrence, Arkansas, US",4224.064367,2.02020202
5077,Lee,Arkansas,US,16/10/2020 04:24,34.78498904,-90.78383866,1094,18,0,1076,"Lee, Arkansas, US",12351.81213,1.645338208
5079,Lincoln,Arkansas,US,16/10/2020 04:24,33.95317155,-91.74002806,2162,17,0,2145,"Lincoln, Arkansas, US",16600.12285,0.786308973
5081,Little River,Arkansas,US,16/10/2020 04:24,33.70375665,-94.23468591,404,29,0,375,"Little River, Arkansas, US",3295.537972,7.178217822
5083,Logan,Arkansas,US,16/10/2020 04:24,35.21413234,-93.71951016,520,2,0,518,"Logan, Arkansas, US",2422.435479,0.384615385
5085,Lonoke,Arkansas,US,16/10/2020 04:24,34.75392199,-91.88742357,1488,20,0,1468,"Lonoke, Arkansas, US",2029.764422,1.344086022
5087,Madison,Arkansas,US,16/10/2020 04:24,36.01038185,-93.72524943,408,6,0,402,"Madison, Arkansas, US",2461.389961,1.470588235
5089,Marion,Arkansas,US,16/10/2020 04:24,36.26844485,-92.68451899,122,2,0,120,"Marion, Arkansas, US",730.8014856,1.639344262
5091,Miller,Arkansas,US,16/10/2020 04:24,33.31403423,-93.89285258,1127,14,0,1113,"Miller, Arkansas, US",2605.35867,1.242236025
5093,Mississippi,Arkansas,US,16/10/2020 04:24,35.76271485,-90.0519437,1944,57,0,1887,"Mississippi, Arkansas, US",4782.17018,2.932098765
5095,Monroe,Arkansas,US,16/10/2020 04:24,34.6815935,-91.20540287,190,0,0,190,"Monroe, Arkansas, US",2835.397702,0
5097,Montgomery,Arkansas,US,16/10/2020 04:24,34.53704874,-93.65824478,177,8,0,169,"Montgomery, Arkansas, US",1969.730692,4.519774011
5099,Nevada,Arkansas,US,16/10/2020 04:24,33.66340119,-93.30632432,259,14,0,245,"Nevada, Arkansas, US",3138.633059,5.405405405
5101,Newton,Arkansas,US,16/10/2020 04:24,35.91947491,-93.21612969,279,19,0,260,"Newton, Arkansas, US",3598.606991,6.810035842
5103,Ouachita,Arkansas,US,16/10/2020 04:24,33.58839816,-92.87795984,314,7,0,307,"Ouachita, Arkansas, US",1342.913352,2.229299363
5105,Perry,Arkansas,US,16/10/2020 04:24,34.9459153,-92.94372564,122,0,0,122,"Perry, Arkansas, US",1166.905787,0
5107,Phillips,Arkansas,US,16/10/2020 04:24,34.43268455,-90.84800154,661,15,0,646,"Phillips, Arkansas, US",3717.242155,2.269288956
5109,Pike,Arkansas,US,16/10/2020 04:24,34.16250414,-93.65789349,253,3,0,250,"Pike, Arkansas, US",2360.515021,1.185770751
5111,Poinsett,Arkansas,US,16/10/2020 04:24,35.57433534,-90.66268713,868,15,0,853,"Poinsett, Arkansas, US",3689.221353,1.728110599
5113,Polk,Arkansas,US,16/10/2020 04:24,34.48254879,-94.22728802,325,4,0,321,"Polk, Arkansas, US",1627.930274,1.230769231
5115,Pope,Arkansas,US,16/10/2020 04:24,35.44871474,-93.03212219,2470,36,0,2434,"Pope, Arkansas, US",3855.038082,1.457489879
5117,Prairie,Arkansas,US,16/10/2020 04:24,34.83624419,-91.55162157,186,4,0,182,"Prairie, Arkansas, US",2307.119821,2.150537634
5119,Pulaski,Arkansas,US,16/10/2020 04:24,34.77054088,-92.31355101,10862,189,0,10673,"Pulaski, Arkansas, US",2771.547622,1.740011048
5121,Randolph,Arkansas,US,16/10/2020 04:24,36.3415714,-91.02455531,566,23,0,543,"Randolph, Arkansas, US",3151.798641,4.06360424
5125,Saline,Arkansas,US,16/10/2020 04:24,34.64916145,-92.67583224,2521,28,0,2493,"Saline, Arkansas, US",2059.018107,1.110670369
5127,Scott,Arkansas,US,16/10/2020 04:24,34.85588887,-94.0632176,141,1,0,140,"Scott, Arkansas, US",1371.46192,0.709219858
5129,Searcy,Arkansas,US,16/10/2020 04:24,35.9109364,-92.69936482,171,1,0,170,"Searcy, Arkansas, US",2169.775409,0.584795322
5131,Sebastian,Arkansas,US,16/10/2020 04:24,35.19605503,-94.27162713,4427,87,0,4340,"Sebastian, Arkansas, US",3463.274582,1.965213463
5133,Sevier,Arkansas,US,16/10/2020 04:24,33.99780401,-94.2424869,1246,19,0,1227,"Sevier, Arkansas, US",7326.395014,1.524879615
5135,Sharp,Arkansas,US,16/10/2020 04:24,36.16258158,-91.47819342,290,9,0,281,"Sharp, Arkansas, US",1662.653365,3.103448276
5123,St. Francis,Arkansas,US,16/10/2020 04:24,35.02201976,-90.74828138,1636,9,0,1627,"St. Francis, Arkansas, US",6545.570937,0.550122249
5137,Stone,Arkansas,US,16/10/2020 04:24,35.86251946,-92.15684085,390,19,0,371,"Stone, Arkansas, US",3118.503119,4.871794872
90005,Unassigned,Arkansas,US,16/10/2020 04:24,NA,NA,1908,0,0,1908,"Unassigned, Arkansas, US",NA,0
5139,Union,Arkansas,US,16/10/2020 04:24,33.16887091,-92.59746952,1049,47,0,1002,"Union, Arkansas, US",2711.855643,4.480457579
5141,Van Buren,Arkansas,US,16/10/2020 04:24,35.58095779,-92.51295036,197,3,0,194,"Van Buren, Arkansas, US",1190.692052,1.52284264
5143,Washington,Arkansas,US,16/10/2020 04:24,35.976844,-94.21800746,10663,129,0,10534,"Washington, Arkansas, US",4458.018203,1.209790866
5145,White,Arkansas,US,16/10/2020 04:24,35.25688493,-91.74908296,1230,32,0,1198,"White, Arkansas, US",1561.845263,2.601626016
5147,Woodruff,Arkansas,US,16/10/2020 04:24,35.18902527,-91.2439489,79,0,0,79,"Woodruff, Arkansas, US",1250,0
5149,Yell,Arkansas,US,16/10/2020 04:24,35.00292371,-93.41171338,1303,30,0,1273,"Yell, Arkansas, US",6105.618293,2.302379125
6001,Alameda,California,US,16/10/2020 04:24,37.64629437,-121.8929271,22370,442,0,21928,"Alameda, California, US",1338.455804,1.975860527
6003,Alpine,California,US,16/10/2020 04:24,38.59678594,-119.8223594,3,0,0,3,"Alpine, California, US",265.7218778,0
6005,Amador,California,US,16/10/2020 04:24,38.44583082,-120.65696,308,16,0,292,"Amador, California, US",774.8037835,5.194805195
6007,Butte,California,US,16/10/2020 04:24,39.66727762,-121.6005252,2995,50,0,2945,"Butte, California, US",1366.419388,1.669449082
6009,Calaveras,California,US,16/10/2020 04:24,38.20537103,-120.552913,331,16,0,315,"Calaveras, California, US",721.0543514,4.833836858
6011,Colusa,California,US,16/10/2020 04:24,39.17881957,-122.2331726,545,6,0,539,"Colusa, California, US",2529.354434,1.100917431
6013,Contra Costa,California,US,16/10/2020 04:24,37.91923498,-121.9289527,17866,233,0,17633,"Contra Costa, California, US",1548.816412,1.30415314
6015,Del Norte,California,US,16/10/2020 04:24,41.74228275,-123.8974063,171,1,0,170,"Del Norte, California, US",614.842514,0.584795322
6017,El Dorado,California,US,16/10/2020 04:24,38.77965956,-120.5233166,1264,4,0,1260,"El Dorado, California, US",655.4554741,0.316455696
6019,Fresno,California,US,16/10/2020 04:24,36.75733899,-119.6466953,29650,424,0,29226,"Fresno, California, US",2967.667933,1.430016863
6021,Glenn,California,US,16/10/2020 04:24,39.59875897,-122.3938452,635,3,0,632,"Glenn, California, US",2236.466735,0.472440945
6023,Humboldt,California,US,16/10/2020 04:24,40.69923009,-123.876044,544,8,0,536,"Humboldt, California, US",401.3042388,1.470588235
6025,Imperial,California,US,16/10/2020 04:24,33.0393082,-115.3669042,12373,335,0,12038,"Imperial, California, US",6827.801231,2.707508284
6027,Inyo,California,US,16/10/2020 04:24,36.51112084,-117.4111978,209,15,0,194,"Inyo, California, US",1158.600809,7.177033493
6029,Kern,California,US,16/10/2020 04:24,35.34329425,-118.7277796,33145,406,0,32739,"Kern, California, US",3681.951384,1.224920803
6031,Kings,California,US,16/10/2020 04:24,36.07409056,-119.8159973,8118,82,0,8036,"Kings, California, US",5307.963907,1.01010101
6033,Lake,California,US,16/10/2020 04:24,39.10124298,-122.7536244,642,14,0,628,"Lake, California, US",997.1111732,2.180685358
6035,Lassen,California,US,16/10/2020 04:24,40.67311306,-120.5935099,752,1,0,751,"Lassen, California, US",2459.686652,0.132978723
6037,Los Angeles,California,US,16/10/2020 04:24,34.30828379,-118.2282411,286183,6834,0,279349,"Los Angeles, California, US",2850.681839,2.387982515
6039,Madera,California,US,16/10/2020 04:24,37.21513971,-119.7665589,4822,73,0,4749,"Madera, California, US",3064.953886,1.51389465
6041,Marin,California,US,16/10/2020 04:24,38.07122463,-122.7210631,6940,124,0,6816,"Marin, California, US",2681.338042,1.786743516
6043,Mariposa,California,US,16/10/2020 04:24,37.57978556,-119.9073334,77,2,0,75,"Mariposa, California, US",447.5963495,2.597402597
6045,Mendocino,California,US,16/10/2020 04:24,39.4381191,-123.3911313,1063,21,0,1042,"Mendocino, California, US",1225.374356,1.975540922
6047,Merced,California,US,16/10/2020 04:24,37.18922369,-120.7209035,9286,152,0,9134,"Merced, California, US",3344.137136,1.636872712
6049,Modoc,California,US,16/10/2020 04:24,41.58965602,-120.7244817,27,0,0,27,"Modoc, California, US",305.3953173,0
6051,Mono,California,US,16/10/2020 04:24,37.93899289,-118.8872409,173,2,0,171,"Mono, California, US",1197.729161,1.156069364
6053,Monterey,California,US,16/10/2020 04:24,36.21862405,-121.2413397,10827,81,0,10746,"Monterey, California, US",2494.349872,0.748129676
6055,Napa,California,US,16/10/2020 04:24,38.50735751,-122.332839,1837,14,0,1823,"Napa, California, US",1333.633407,0.762112139
6057,Nevada,California,US,16/10/2020 04:24,39.30394768,-120.7627281,576,8,0,568,"Nevada, California, US",577.4146659,1.388888889
6059,Orange,California,US,16/10/2020 04:24,33.70147516,-117.7645998,56436,1391,0,55045,"Orange, California, US",1777.124482,2.464738819
6061,Placer,California,US,16/10/2020 04:24,39.06167234,-120.7240569,3864,52,0,3812,"Placer, California, US",970.0523939,1.345755694
6063,Plumas,California,US,16/10/2020 04:24,40.00355989,-120.8395236,53,0,0,53,"Plumas, California, US",281.8099644,0
6065,Riverside,California,US,16/10/2020 04:24,33.74314981,-115.9933578,63125,1269,0,61856,"Riverside, California, US",2555.103204,2.01029703
6067,Sacramento,California,US,16/10/2020 04:24,38.45106826,-121.3425374,24060,462,0,23598,"Sacramento, California, US",1550.199799,1.920199501
